game,date,home,opp,rslt,pa,ab,r,h,2b,3b,hr,rbi,bb,ibb,so,hbp,sh,sf,roe,gdp,sb,cs,ba,obp,slg,ops,lob,numplayers,thr,oppstart,clean_date,game_date_id,team
37,May 10,True,ARI,"W,4-2",35,31,4,7,2,0,0,4,4,1,5,0,0,0,0,0,0,0,0.246,0.306,0.44,0.746,7,10,R,B.Pfaadt(48),2024-05-10,1,orioles
38,May 11,True,ARI,"W,5-4",43,40,5,13,3,1,2,5,3,2,6,0,0,0,0,3,1,0,0.249,0.308,0.445,0.753,10,12,R,R.Nelson(35),2024-05-11,1,orioles
39,May 12,True,ARI,"L,2-9",34,30,2,4,2,0,1,2,4,0,5,0,0,0,1,1,0,0,0.246,0.306,0.442,0.748,5,9,R,Z.Gallen(58),2024-05-12,1,orioles
40,May 13,True,TOR,"L,2-3",35,33,2,3,0,0,2,2,2,0,8,0,0,0,0,0,0,0,0.243,0.302,0.438,0.74,4,9,R,J.Berríos(66),2024-05-13,1,orioles
41,May 15,True,TOR,"W,3-2",38,34,3,11,3,0,2,3,3,2,12,0,1,0,0,0,0,0,0.245,0.304,0.442,0.746,11,13,L,Y.Kikuchi(55),2024-05-15,1,orioles
42,May 17,True,SEA,"W,9-2",37,34,9,10,3,2,1,7,2,0,2,0,0,1,0,0,0,0,0.246,0.305,0.445,0.75,4,10,R,B.Miller(38),2024-05-17,1,orioles
43,May 18,True,SEA,"L,3-4",38,31,3,6,1,1,1,3,6,0,6,0,0,1,0,1,1,0,0.245,0.305,0.444,0.749,8,10,R,L.Castillo(54),2024-05-18,1,orioles
44,May 19,True,SEA,"W,6-3",36,36,6,12,2,0,2,6,0,0,5,0,0,0,0,1,3,0,0.247,0.306,0.446,0.752,6,9,R,G.Kirby(37),2024-05-19,1,orioles
45,May 20,False,STL,"L,3-6",35,31,3,3,0,0,1,3,4,0,7,0,0,0,1,1,1,0,0.244,0.303,0.441,0.745,5,10,R,S.Gray(59),2024-05-20,1,orioles
46,May 21,False,STL,"L,1-3",32,30,1,3,2,0,0,1,1,0,8,1,0,0,1,1,0,0,0.241,0.301,0.436,0.737,4,9,R,L.Lynn(71),2024-05-21,1,orioles
47,May 22,False,STL,"L,4-5",37,34,4,8,0,0,0,4,2,0,5,0,0,1,0,0,0,0,0.241,0.3,0.432,0.732,6,11,R,K.Gibson(49),2024-05-22,1,orioles
48,May 23,False,CHW,"W,8-6",44,38,8,13,2,0,2,8,6,0,9,0,0,0,0,1,4,1,0.243,0.303,0.435,0.738,9,11,R,M.Clevinger(32),2024-05-23,1,orioles
49,May 24,False,CHW,"W,6-4",38,35,6,8,4,0,1,6,3,0,5,0,0,0,1,0,0,1,0.243,0.303,0.435,0.738,5,12,R,C.Flexen(38),2024-05-24,1,orioles
50,May 25,False,CHW,"W,5-3",40,35,5,8,0,0,3,5,5,0,9,0,0,0,0,0,0,0,0.243,0.303,0.436,0.739,8,12,R,E.Fedde(70),2024-05-25,1,orioles
51,May 26,False,CHW,"W,4-1",36,32,4,6,2,0,2,4,3,0,16,0,0,1,0,0,2,0,0.242,0.302,0.436,0.738,5,10,L,G.Crochet(68),2024-05-26,1,orioles
52,May 27,True,BOS,"W,11-3",40,36,11,14,6,1,0,11,2,0,4,0,0,2,0,0,0,0,0.245,0.304,0.439,0.744,5,10,R,C.Criswell(21),2024-05-27,1,orioles
53,May 28,True,BOS,"L,3-8",40,35,3,8,1,0,0,3,3,0,13,2,0,0,0,0,0,0,0.244,0.305,0.436,0.74,10,11,R,B.Bello(50),2024-05-28,1,orioles
54,May 29,True,BOS,"W,6-1",33,29,6,6,0,0,2,6,2,0,7,2,0,0,0,0,0,1,0.244,0.305,0.435,0.74,3,9,R,K.Crawford(47),2024-05-29,1,orioles
55,May 31,True,TBR,"W,3-1",38,35,3,11,2,0,0,3,3,1,6,0,0,0,0,0,0,0,0.245,0.306,0.434,0.74,11,10,R,A.Civale(54),2024-05-31,1,orioles
56,Jun 1,True,TBR,"W,9-5",37,33,9,10,1,0,4,9,3,0,7,0,0,1,0,0,0,0,0.246,0.307,0.439,0.745,4,10,R,T.Bradley(6),2024-06-01,1,orioles
57,Jun 2,True,TBR,"L,3-4",43,40,3,15,1,0,1,3,2,0,4,1,0,0,0,2,1,0,0.249,0.309,0.439,0.748,13,12,R,Z.Littell(39),2024-06-02,1,orioles
58,Jun 3,False,TOR,"W,7-2",39,38,7,10,2,0,4,7,1,0,6,0,0,0,1,0,2,0,0.249,0.309,0.443,0.752,5,10,R,K.Gausman(39),2024-06-03,1,orioles
59,Jun 4,False,TOR,"W,10-1",41,35,10,9,3,0,3,10,4,0,8,2,0,0,0,1,0,0,0.249,0.31,0.446,0.755,4,10,R,T.Richards(60),2024-06-04,1,orioles
60,Jun 5,False,TOR,"L,2-3",35,31,2,6,1,0,1,2,4,0,5,0,0,0,0,1,1,1,0.248,0.309,0.444,0.753,6,10,R,J.Berríos(51),2024-06-05,1,orioles
61,Jun 6,False,TOR,"L,5-6",35,32,5,6,1,0,3,5,2,0,10,1,0,0,0,1,0,0,0.247,0.308,0.445,0.753,3,11,L,Y.Kikuchi(65),2024-06-06,1,orioles
62,Jun 7,False,TBR,"W,6-3",38,36,6,9,2,0,3,6,1,0,13,1,0,0,0,0,0,0,0.247,0.308,0.447,0.755,5,9,R,A.Civale(44),2024-06-07,1,orioles
63,Jun 8,False,TBR,"W,5-0",42,36,5,9,2,1,2,5,6,0,11,0,0,0,0,0,2,0,0.247,0.309,0.448,0.757,10,12,R,T.Bradley(63),2024-06-08,1,orioles
64,Jun 9,False,TBR,"W,9-2",43,40,9,13,2,3,2,9,3,0,4,0,0,0,0,0,1,0,0.249,0.31,0.452,0.762,7,9,R,Z.Littell(48),2024-06-09,1,orioles
65,Jun 10,False,TBR,"W,5-2",38,37,5,11,2,0,2,5,1,0,14,0,0,0,0,1,1,0,0.25,0.31,0.453,0.763,6,9,R,R.Pepiot(47),2024-06-10,1,orioles
66,Jun 11,True,ATL,"W,4-0",32,30,4,6,0,0,1,4,2,0,7,0,0,0,0,0,0,0,0.249,0.309,0.451,0.761,4,10,L,M.Fried(40),2024-06-11,1,orioles
67,Jun 12,True,ATL,"W,4-2",34,32,4,9,3,0,1,4,2,0,6,0,0,0,0,1,1,0,0.249,0.31,0.451,0.761,6,10,R,S.Schwellenbach(57),2024-06-12,1,orioles
68,Jun 13,True,ATL,"L,3-6",36,33,3,6,1,0,1,3,2,0,9,1,0,0,0,0,1,0,0.248,0.309,0.449,0.758,6,10,R,R.López(75),2024-06-13,1,orioles
69,Jun 14,True,PHI,"L,3-5",44,40,3,8,3,0,1,2,3,0,11,1,0,0,0,1,0,0,0.248,0.308,0.448,0.756,10,12,L,R.Suárez(62),2024-06-14,1,orioles
70,Jun 15,True,PHI,"W,6-2",38,33,6,11,1,0,2,6,3,0,7,0,0,2,0,0,0,0,0.249,0.309,0.449,0.758,8,11,R,T.Walker(47),2024-06-15,1,orioles
71,Jun 16,True,PHI,"W,8-3",39,35,8,10,0,0,4,8,3,0,11,1,0,0,1,0,1,0,0.249,0.31,0.451,0.761,7,10,R,Z.Wheeler(15),2024-06-16,1,orioles
72,Jun 18,False,NYY,"L,2-4",35,34,2,8,0,0,1,2,1,0,8,0,0,0,0,0,1,0,0.249,0.309,0.45,0.759,6,11,L,N.Cortés(68),2024-06-18,1,orioles
73,Jun 19,False,NYY,"W,7-6",46,41,7,11,5,0,1,6,3,0,9,2,0,0,0,0,4,0,0.249,0.31,0.45,0.76,10,10,R,G.Cole(52),2024-06-19,1,orioles
74,Jun 20,False,NYY,"W,17-5",58,48,17,20,7,0,3,17,7,0,7,2,0,1,0,0,1,0,0.253,0.314,0.456,0.769,14,12,R,L.Gil(9),2024-06-20,1,orioles
75,Jun 21,False,HOU,"L,11-14",46,43,11,18,2,0,4,11,2,0,7,0,0,1,0,1,3,0,0.255,0.316,0.46,0.776,8,11,R,J.Bloss(42),2024-06-21,1,orioles
76,Jun 22,False,HOU,"L,1-5",33,30,1,4,0,1,1,1,3,0,7,0,0,0,0,0,0,1,0.254,0.314,0.459,0.773,5,9,R,R.Blanco(66),2024-06-22,1,orioles
77,Jun 23,False,HOU,"L,1-8",36,34,1,7,1,0,1,1,2,0,8,0,0,0,0,0,0,0,0.253,0.314,0.457,0.77,8,9,L,F.Valdez(66),2024-06-23,1,orioles
78,Jun 24,True,CLE,"L,2-3",35,32,2,5,3,0,0,2,2,0,13,0,0,1,1,0,0,0,0.252,0.312,0.454,0.767,6,10,R,T.Bibee(62),2024-06-24,1,orioles
79,Jun 25,True,CLE,"L,8-10",46,40,8,16,3,1,4,8,6,0,8,0,0,0,0,2,0,0,0.254,0.315,0.46,0.775,11,13,L,L.Allen(21),2024-06-25,1,orioles
80,Jun 26,True,CLE,"W,4-2",33,31,4,9,1,0,3,4,2,0,4,0,0,0,0,0,0,2,0.255,0.315,0.461,0.776,5,10,R,C.Carrasco(48),2024-06-26,1,orioles
81,Jun 27,True,TEX,"W,11-2",39,35,11,14,3,0,4,11,2,0,3,0,0,2,0,0,0,0,0.256,0.316,0.466,0.782,4,9,R,J.Gray(17),2024-06-27,1,orioles
82,Jun 28,True,TEX,"W,2-1",32,29,2,5,0,0,1,2,3,0,7,0,0,0,0,0,0,0,0.256,0.316,0.464,0.78,6,9,R,M.Scherzer(54),2024-06-28,1,orioles
83,Jun 29,True,TEX,"W,6-5",39,30,6,7,2,0,2,6,7,1,4,2,0,0,0,1,0,0,0.255,0.317,0.464,0.781,9,10,R,M.Lorenzen(38),2024-06-29,1,orioles
84,Jun 30,True,TEX,"L,2-11",36,35,2,7,2,0,0,2,0,0,12,1,0,0,0,0,0,0,0.255,0.316,0.462,0.778,7,10,L,A.Heaney(69),2024-06-30,1,orioles
85,Jul 2,False,SEA,"W,2-0",36,34,2,9,1,0,0,2,2,0,7,0,0,0,0,1,0,2,0.255,0.316,0.46,0.776,7,9,R,G.Kirby(55),2024-07-02,1,orioles
86,Jul 3,False,SEA,"W,4-1",36,33,4,6,3,0,1,4,3,0,8,0,0,0,0,0,0,0,0.254,0.315,0.459,0.774,5,9,R,L.Gilbert(43),2024-07-03,1,orioles
87,Jul 4,False,SEA,"L,3-7",37,35,3,10,2,0,2,3,2,0,11,0,0,0,0,1,0,0,0.254,0.315,0.46,0.774,7,9,R,B.Miller(50),2024-07-04,1,orioles
88,Jul 5,False,OAK,"W,3-2",39,35,3,8,4,0,0,2,4,1,5,0,0,0,1,1,1,0,0.254,0.315,0.458,0.773,9,11,L,H.Harris(48),2024-07-05,1,orioles
89,Jul 6,False,OAK,"L,8-19",46,40,8,16,2,0,2,7,5,0,8,0,0,1,0,2,0,0,0.256,0.317,0.46,0.777,11,12,R,L.Medina(51),2024-07-06,1,orioles
90,Jul 7,False,OAK,"W,6-3",39,36,6,8,0,1,2,5,3,0,7,0,0,0,1,0,1,0,0.256,0.316,0.46,0.776,6,11,R,M.Spence(44),2024-07-07,1,orioles
91,Jul 9,True,CHC,"L,2-9",32,31,2,5,0,0,1,1,1,0,9,0,0,0,0,1,0,0,0.255,0.315,0.458,0.773,3,9,R,J.Taillon(62),2024-07-09,1,orioles
92,Jul 10,True,CHC,"L,0-4",37,35,0,9,3,0,0,0,1,0,8,1,0,0,0,1,0,0,0.255,0.315,0.457,0.772,10,12,L,S.Imanaga(65),2024-07-10,1,orioles
93,Jul 11,True,CHC,"L,0-8",33,32,0,5,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0.254,0.314,0.455,0.769,6,11,L,J.Steele(75),2024-07-11,1,orioles
94,Jul 12,True,NYY,"L,1-4",35,33,1,6,0,1,0,1,1,0,8,1,0,0,0,0,1,0,0.253,0.313,0.453,0.766,7,10,R,G.Cole(64),2024-07-12,1,orioles
95,Jul 13,True,NYY,"L,1-6",34,33,1,8,0,1,0,1,1,0,7,0,0,0,0,2,0,0,0.253,0.312,0.451,0.764,6,10,R,L.Gil(64),2024-07-13,1,orioles
96,Jul 14,True,NYY,"W,6-5",40,35,6,8,1,1,2,5,5,0,14,0,0,0,0,0,1,0,0.253,0.313,0.452,0.764,8,12,L,C.Rodón(50),2024-07-14,1,orioles
97,Jul 19,False,TEX,"W,9-1",39,38,9,11,1,0,4,9,1,0,5,0,0,0,0,0,0,0,0.253,0.313,0.454,0.766,3,10,R,N.Eovaldi(29),2024-07-19,1,orioles
98,Jul 20,False,TEX,"W,8-4",50,38,8,12,1,0,3,7,9,1,9,3,0,0,0,1,2,0,0.254,0.315,0.455,0.77,15,10,R,M.Scherzer(29),2024-07-20,1,orioles
99,Jul 21,False,TEX,"L,2-3",36,31,2,5,2,0,1,2,4,0,11,0,1,0,0,0,1,0,0.253,0.314,0.454,0.768,7,12,L,A.Heaney(64),2024-07-21,1,orioles
100,Jul 23,False,MIA,"L,3-6",36,33,3,9,0,0,0,3,2,0,12,1,0,0,0,1,0,1,0.253,0.314,0.452,0.767,6,11,R,K.Tyler(37),2024-07-23,1,orioles
101,Jul 24,False,MIA,"L,3-6",36,30,3,4,1,0,0,3,6,0,11,0,0,0,0,1,0,0,0.252,0.314,0.45,0.764,6,11,R,E.Cabrera(52),2024-07-24,1,orioles
102,Jul 25,False,MIA,"W,7-6",41,39,7,12,1,0,3,7,2,0,6,0,0,0,2,1,1,1,0.253,0.314,0.451,0.765,5,10,R,R.Muñoz(32),2024-07-25,1,orioles
103,Jul 26,True,SDP,"L,4-6",39,34,4,8,2,0,2,4,4,0,6,0,0,1,0,1,0,0,0.253,0.314,0.451,0.765,8,12,R,A.Mazur(49),2024-07-26,1,orioles
104,Jul 27,True,SDP,"L,4-9",36,34,4,7,1,0,1,4,2,0,11,0,0,0,0,0,0,0,0.252,0.314,0.45,0.764,5,9,R,M.King(68),2024-07-27,1,orioles
105,Jul 28,True,SDP,"W,8-6",42,33,8,9,1,1,0,8,8,0,14,0,0,0,0,0,0,0,0.252,0.315,0.449,0.764,10,12,R,R.Vásquez(22),2024-07-28,1,orioles
106,Jul 29 (1),True,TOR,"W,11-5",44,32,11,13,4,0,2,11,8,0,4,1,0,2,0,1,0,1,0.254,0.317,0.451,0.768,9,10,R,Y.Rodríguez(33),2024-07-29,1,orioles
107,Jul 29 (2),True,TOR,"L,4-8",36,34,4,9,2,0,2,4,2,0,7,0,0,0,0,2,0,0,0.254,0.317,0.452,0.769,5,9,R,B.Francis(46),2024-07-29,2,orioles
108,Jul 30,True,TOR,"W,6-2",38,33,6,11,1,0,2,6,5,0,6,0,0,0,0,1,1,2,0.254,0.318,0.453,0.77,8,9,R,C.Bassitt(26),2024-07-30,1,orioles
109,Jul 31,True,TOR,"W,10-4",45,36,10,13,1,2,2,10,7,0,6,1,0,1,0,0,1,0,0.255,0.319,0.455,0.774,11,11,R,P.Espino(32),2024-07-31,1,orioles
110,Aug 1,False,CLE,"L,3-10",35,32,3,5,2,0,1,3,2,0,9,1,0,0,0,1,0,0,0.255,0.319,0.454,0.772,5,11,R,B.Lively(59),2024-08-01,1,orioles
111,Aug 2,False,CLE,"L,4-8",37,30,4,4,0,0,0,4,6,0,13,0,0,1,0,0,0,0,0.254,0.318,0.451,0.769,6,9,R,C.Carrasco(58),2024-08-02,1,orioles
112,Aug 3,False,CLE,"W,7-4",42,40,7,15,5,1,0,7,2,1,6,0,0,0,0,2,0,0,0.255,0.319,0.452,0.771,8,13,L,J.Cantillo(42),2024-08-03,1,orioles
113,Aug 4,False,CLE,"W,9-5",45,39,9,15,4,0,2,9,4,0,14,0,1,1,0,0,1,0,0.256,0.32,0.454,0.774,9,11,R,G.Williams(28),2024-08-04,1,orioles
114,Aug 6,False,TOR,"L,2-5",32,29,2,3,0,0,1,2,3,0,12,0,0,0,0,0,0,0,0.255,0.319,0.452,0.771,3,11,R,C.Bassitt(70),2024-08-06,1,orioles
115,Aug 7,False,TOR,"W,7-3",38,34,7,7,2,0,3,7,3,0,10,1,0,0,1,1,0,0,0.255,0.319,0.453,0.772,4,12,R,B.Francis(59),2024-08-07,1,orioles
116,Aug 8,False,TOR,"L,6-7",38,35,6,8,2,0,1,6,3,0,3,0,0,0,0,0,0,0,0.254,0.319,0.452,0.771,5,10,R,K.Gausman(67),2024-08-08,1,orioles
117,Aug 9,False,TBR,"W,4-1",39,37,4,10,0,0,2,4,2,0,11,0,0,0,1,1,0,0,0.255,0.319,0.452,0.771,8,10,R,Z.Littell(49),2024-08-09,1,orioles
118,Aug 10,False,TBR,"W,7-5",46,42,7,15,3,0,2,7,3,0,8,0,0,0,0,0,0,0,0.256,0.319,0.453,0.773,12,11,R,D.Rasmussen(33),2024-08-10,1,orioles
119,Aug 11,False,TBR,"L,1-2",37,36,1,9,2,0,1,1,1,0,13,0,0,0,0,0,0,0,0.256,0.319,0.453,0.772,9,13,L,J.Springs(59),2024-08-11,1,orioles
120,Aug 13,True,WSN,"L,3-9",39,36,3,10,0,0,1,3,2,0,7,0,1,0,0,0,0,0,0.256,0.319,0.452,0.771,9,10,R,J.Irvin(52),2024-08-13,1,orioles
121,Aug 14,True,WSN,"W,4-1",35,29,4,7,0,0,1,4,5,0,7,0,0,1,0,1,0,0,0.256,0.319,0.451,0.77,7,12,L,D.Herz(59),2024-08-14,1,orioles
122,Aug 15,True,BOS,"W,5-1",33,31,5,8,2,0,2,5,1,0,8,1,0,0,0,1,1,0,0.256,0.319,0.452,0.771,4,10,R,N.Pivetta(54),2024-08-15,1,orioles
123,Aug 16,True,BOS,"L,10-12",49,41,10,17,3,1,1,9,6,0,8,0,0,2,0,1,1,0,0.257,0.321,0.453,0.774,12,10,L,B.Bernardino(53),2024-08-16,1,orioles
124,Aug 17,True,BOS,"L,1-5",36,32,1,5,0,0,1,1,4,0,8,0,0,0,0,0,0,0,0.256,0.32,0.452,0.772,8,11,R,B.Bello(67),2024-08-17,1,orioles
125,Aug 18,True,BOS,"W,4-2",30,27,4,3,0,0,2,3,1,0,5,2,0,0,0,0,2,0,0.256,0.319,0.451,0.77,2,10,R,K.Crawford(55),2024-08-18,1,orioles
126,Aug 19,False,NYM,"L,3-4",34,32,3,6,2,0,1,2,2,0,9,0,0,0,0,1,1,0,0.255,0.319,0.45,0.769,4,11,L,D.Peterson(62),2024-08-19,1,orioles
127,Aug 20,False,NYM,"W,9-5",41,36,9,11,2,1,2,8,4,0,5,0,0,1,0,0,1,1,0.255,0.319,0.451,0.77,5,10,L,J.Quintana(24),2024-08-20,1,orioles
128,Aug 21,False,NYM,"L,3-4",33,29,3,3,0,0,1,3,2,0,12,1,0,1,0,0,1,0,0.254,0.318,0.45,0.768,3,11,L,S.Manaea(68),2024-08-21,1,orioles
129,Aug 22,True,HOU,"L,0-6",34,30,0,3,2,0,0,0,4,0,8,0,0,0,0,0,0,0,0.253,0.317,0.448,0.765,7,10,R,S.Arrighetti(71),2024-08-22,1,orioles
130,Aug 23,True,HOU,"W,7-5",36,34,7,8,0,1,2,6,2,0,9,0,0,0,0,0,1,0,0.253,0.317,0.448,0.765,5,10,R,H.Brown(64),2024-08-23,1,orioles
131,Aug 24,True,HOU,"W,3-2",33,31,3,7,2,0,0,3,2,0,10,0,0,0,1,1,0,0,0.253,0.317,0.447,0.764,6,10,L,F.Valdez(52),2024-08-24,1,orioles
132,Aug 25,True,HOU,"L,3-6",32,28,3,2,0,0,1,3,4,0,7,0,0,0,0,1,0,0,0.252,0.316,0.445,0.761,2,10,L,Y.Kikuchi(54),2024-08-25,1,orioles
133,Aug 27,False,LAD,"W,3-2",38,33,3,7,0,0,2,3,5,0,9,0,0,0,0,0,0,1,0.252,0.316,0.445,0.761,8,10,R,J.Flaherty(51),2024-08-27,1,orioles
134,Aug 28,False,LAD,"L,4-6",38,36,4,7,3,0,0,4,1,0,10,1,0,0,1,0,1,0,0.251,0.315,0.443,0.759,7,11,R,W.Buehler(45),2024-08-28,1,orioles
135,Aug 29,False,LAD,"L,3-6",37,30,3,4,0,0,1,3,5,0,9,2,0,0,0,1,1,0,0.25,0.315,0.442,0.757,7,9,R,B.Miller(51),2024-08-29,1,orioles
136,Aug 30,False,COL,"W,5-3",39,38,5,11,3,1,1,4,1,0,6,0,0,0,1,0,1,0,0.251,0.315,0.442,0.758,7,12,L,A.Gomber(47),2024-08-30,1,orioles
137,Aug 31,False,COL,"L,5-7",38,33,5,7,1,0,2,5,3,0,11,2,0,0,0,0,1,1,0.251,0.315,0.442,0.758,6,10,R,R.Feltner(37),2024-08-31,1,orioles
138,Sep 1,False,COL,"W,6-1",40,35,6,9,1,0,1,5,4,0,6,1,0,0,0,1,2,0,0.251,0.315,0.442,0.757,7,11,L,T.Blach(31),2024-09-01,1,orioles
139,Sep 2,True,CHW,"W,13-3",53,43,13,18,4,1,2,13,8,1,11,1,0,1,0,0,0,0,0.252,0.317,0.444,0.762,16,10,R,C.Flexen(37),2024-09-02,1,orioles
140,Sep 3,True,CHW,"W,9-0",43,33,9,8,3,0,0,6,9,0,8,0,0,1,2,0,1,0,0.252,0.318,0.443,0.761,10,11,R,N.Nastrini(21),2024-09-03,1,orioles
141,Sep 4,True,CHW,"L,1-8",34,31,1,7,0,0,1,1,3,0,10,0,0,0,0,1,1,1,0.252,0.318,0.443,0.76,6,12,R,J.Cannon(58),2024-09-04,1,orioles
142,Sep 6,True,TBR,"W,2-0",30,26,2,4,0,0,1,2,3,0,5,0,0,1,0,0,0,0,0.251,0.317,0.442,0.759,4,10,R,S.Baz(64),2024-09-06,1,orioles
143,Sep 7,True,TBR,"L,1-7",37,33,1,6,0,0,1,1,3,0,10,0,0,0,0,0,0,0,0.251,0.317,0.441,0.758,9,12,R,R.Pepiot(54),2024-09-07,1,orioles
144,Sep 8,True,TBR,"L,0-2",36,33,0,5,0,0,0,0,3,0,11,0,0,0,0,0,1,0,0.25,0.316,0.439,0.755,9,12,R,Z.Littell(64),2024-09-08,1,orioles
145,Sep 9,False,BOS,"L,3-12",41,34,3,6,3,0,1,3,6,0,8,1,0,0,1,0,0,0,0.25,0.316,0.438,0.754,11,12,R,B.Bello(54),2024-09-09,1,orioles
146,Sep 10,False,BOS,"W,5-3",41,37,5,10,0,0,2,5,4,1,10,0,0,0,0,0,1,0,0.25,0.317,0.438,0.755,9,10,R,K.Crawford(52),2024-09-10,1,orioles
147,Sep 11,False,BOS,"L,3-5",38,37,3,8,1,1,2,3,1,0,10,0,0,0,0,1,1,0,0.25,0.316,0.438,0.754,6,9,R,N.Pivetta(68),2024-09-11,1,orioles
148,Sep 13,False,DET,"L,0-1",29,28,0,1,0,1,0,0,1,0,13,0,0,0,0,0,0,0,0.248,0.315,0.436,0.751,2,13,R,B.Brieske(55),2024-09-13,1,orioles
149,Sep 14,False,DET,"W,4-2",36,30,4,8,2,0,1,4,4,0,5,1,0,1,0,4,2,0,0.249,0.315,0.436,0.751,5,9,R,B.Brieske(52),2024-09-14,1,orioles
150,Sep 15,False,DET,"L,2-4",36,33,2,7,3,0,1,2,3,0,4,0,0,0,0,1,0,0,0.248,0.315,0.436,0.751,7,13,R,K.Montero(57),2024-09-15,1,orioles
151,Sep 17,True,SFG,"L,0-10",34,32,0,5,2,0,0,0,2,0,15,0,0,0,0,0,1,0,0.248,0.314,0.435,0.749,7,13,L,B.Snell(80),2024-09-17,1,orioles
152,Sep 18,True,SFG,"L,3-5",38,34,3,7,2,0,0,3,3,0,7,1,0,0,0,0,0,0,0.247,0.314,0.434,0.748,8,12,R,H.Birdsong(50),2024-09-18,1,orioles
153,Sep 19,True,SFG,"W,5-3",39,36,5,10,1,0,1,5,3,1,13,0,0,0,0,0,2,0,0.248,0.314,0.433,0.747,8,10,R,L.Webb(53),2024-09-19,1,orioles
154,Sep 20,True,DET,"W,7-1",34,33,7,9,1,0,5,7,1,0,13,0,0,0,0,0,1,0,0.248,0.314,0.435,0.749,3,10,L,T.Holton(42),2024-09-20,1,orioles
155,Sep 21,True,DET,"L,4-6",44,38,4,10,1,0,0,4,4,0,5,1,0,1,0,0,0,0,0.248,0.314,0.434,0.748,11,12,R,R.Olson(55),2024-09-21,1,orioles
156,Sep 22,True,DET,"L,3-4",37,32,3,6,2,0,1,3,5,0,10,0,0,0,0,0,0,0,0.248,0.314,0.434,0.748,7,10,L,T.Holton(59),2024-09-22,1,orioles
157,Sep 24,False,NYY,"W,5-3",38,34,5,8,2,0,3,5,4,0,9,0,0,0,0,1,0,0,0.247,0.314,0.434,0.749,6,10,R,C.Schmidt(54),2024-09-24,1,orioles
1,Mar 28,False,SEA,"W,6-4",40,38,6,11,2,1,2,6,2,0,7,0,0,0,0,0,3,1,0.289,0.325,0.553,0.878,7,10,R,L.Castillo(42),2024-03-28,1,red sox
2,Mar 29,False,SEA,"L,0-1",34,31,0,4,0,0,0,0,3,0,13,0,0,0,0,0,1,0,0.217,0.27,0.362,0.633,7,10,R,G.Kirby(76),2024-03-29,1,red sox
3,Mar 30,False,SEA,"L,3-4",39,36,3,7,2,0,0,3,3,1,13,0,0,0,0,0,0,1,0.21,0.265,0.324,0.589,7,12,R,L.Gilbert(72),2024-03-30,1,red sox
4,Mar 31,False,SEA,"W,5-1",38,35,5,10,0,0,2,5,3,0,8,0,0,0,0,0,0,1,0.229,0.285,0.357,0.642,6,10,R,B.Miller(43),2024-03-31,1,red sox
5,Apr 1,False,OAK,"W,9-0",44,35,9,9,2,0,0,7,7,1,11,0,0,2,1,0,3,0,0.234,0.303,0.349,0.651,8,11,R,J.Boyle(12),2024-04-01,1,red sox
6,Apr 2,False,OAK,"W,5-4",48,42,5,12,3,0,0,4,4,1,15,2,0,0,0,2,1,0,0.244,0.317,0.35,0.667,12,17,L,A.Wood(48),2024-04-02,1,red sox
7,Apr 3,False,OAK,"W,1-0",34,32,1,10,1,0,0,1,1,1,5,0,0,1,0,3,0,0,0.253,0.318,0.349,0.667,6,9,R,R.Stripling(60),2024-04-03,1,red sox
8,Apr 5,False,LAA,"W,8-6",43,34,8,9,0,0,5,8,5,0,6,3,0,1,0,1,1,0,0.254,0.328,0.392,0.72,8,10,R,G.Canning(39),2024-04-05,1,red sox
9,Apr 6,False,LAA,"L,1-2",31,29,1,3,1,0,0,1,1,0,14,1,0,0,0,0,0,1,0.24,0.313,0.369,0.682,3,12,L,R.Detmers(73),2024-04-06,1,red sox
10,Apr 7,False,LAA,"W,12-2",46,39,12,12,0,1,4,12,6,0,11,1,0,0,0,0,1,0,0.248,0.325,0.402,0.727,7,11,R,C.Silseth(54),2024-04-07,1,red sox
11,Apr 9,True,BAL,"L,1-7",31,29,1,2,0,0,1,1,2,0,10,0,0,0,0,0,0,0,0.234,0.311,0.384,0.695,3,11,R,C.Burnes(73),2024-04-09,1,red sox
12,Apr 10,True,BAL,"L,5-7",37,33,5,8,0,0,1,5,4,0,13,0,0,0,0,2,0,0,0.235,0.312,0.38,0.692,5,12,L,C.Irvin(34),2024-04-10,1,red sox
13,Apr 11,True,BAL,"L,4-9",40,38,4,8,4,0,1,4,2,0,7,0,0,0,0,0,1,0,0.233,0.307,0.381,0.688,7,12,R,G.Rodriguez(52),2024-04-11,1,red sox
14,Apr 12,True,LAA,"L,0-7",30,28,0,3,1,0,0,0,2,0,10,0,0,0,0,2,0,0,0.225,0.299,0.367,0.666,3,9,L,R.Detmers(72),2024-04-12,1,red sox
15,Apr 13,True,LAA,"W,7-2",36,32,7,11,2,0,1,7,3,0,11,0,0,1,0,0,2,2,0.233,0.305,0.376,0.68,5,10,R,G.Canning(24),2024-04-13,1,red sox
16,Apr 14,True,LAA,"W,5-4",37,29,5,7,1,0,3,5,8,1,9,0,0,0,0,0,0,2,0.233,0.311,0.387,0.698,8,10,L,T.Anderson(44),2024-04-14,1,red sox
